,university,carrer,inscription_date,first_name,last_name,gender,age,postal_code,location,email
42,universidad abierta interamericana,licenciatura en administración,2020-12-12,brian,berry,male,17.0,4242,25 de mayo,emma88@yahoo.com
43,universidad abierta interamericana,licenciatura en administración,2020-12-12,brian,berry,male,17.0,5615,25 de mayo,emma88@yahoo.com
44,universidad abierta interamericana,licenciatura en administración,2020-12-12,brian,berry,male,17.0,6660,25 de mayo,emma88@yahoo.com
45,universidad abierta interamericana,licenciatura en administración,2020-12-12,brian,berry,male,17.0,8201,25 de mayo,emma88@yahoo.com
46,universidad abierta interamericana,ingeniería electrónica,2020-09-17,alexis,zimmerman,female,7.0,3363,25 de mayo,ulong@yahoo.com
47,universidad abierta interamericana,ingeniería electrónica,2020-09-17,alexis,zimmerman,female,7.0,4242,25 de mayo,ulong@yahoo.com
48,universidad abierta interamericana,ingeniería electrónica,2020-09-17,alexis,zimmerman,female,7.0,5615,25 de mayo,ulong@yahoo.com
49,universidad abierta interamericana,ingeniería electrónica,2020-09-17,alexis,zimmerman,female,7.0,6660,25 de mayo,ulong@yahoo.com
50,universidad abierta interamericana,ingeniería electrónica,2020-09-17,alexis,zimmerman,female,7.0,8201,25 de mayo,ulong@yahoo.com
51,universidad abierta interamericana,técnico para bioterios,2020-11-14,luis,mullen,male,8.0,3363,25 de mayo,andrew06@hotmail.com
52,universidad abierta interamericana,técnico para bioterios,2020-11-14,luis,mullen,male,8.0,4242,25 de mayo,andrew06@hotmail.com
53,universidad abierta interamericana,técnico para bioterios,2020-11-14,luis,mullen,male,8.0,5615,25 de mayo,andrew06@hotmail.com
54,universidad abierta interamericana,técnico para bioterios,2020-11-14,luis,mullen,male,8.0,6660,25 de mayo,andrew06@hotmail.com
55,universidad abierta interamericana,técnico para bioterios,2020-11-14,luis,mullen,male,8.0,8201,25 de mayo,andrew06@hotmail.com
56,universidad abierta interamericana,licenciatura en kinesiología y fisiatría,2020-11-17,jason,mendoza,male,2.0,3363,25 de mayo,mercedesnewton@gmail.com
57,universidad abierta interamericana,licenciatura en kinesiología y fisiatría,2020-11-17,jason,mendoza,male,2.0,4242,25 de mayo,mercedesnewton@gmail.com
58,universidad abierta interamericana,licenciatura en kinesiología y fisiatría,2020-11-17,jason,mendoza,male,2.0,5615,25 de mayo,mercedesnewton@gmail.com
59,universidad abierta interamericana,licenciatura en kinesiología y fisiatría,2020-11-17,jason,mendoza,male,2.0,6660,25 de mayo,mercedesnewton@gmail.com
60,universidad abierta interamericana,licenciatura en kinesiología y fisiatría,2020-11-17,jason,mendoza,male,2.0,8201,25 de mayo,mercedesnewton@gmail.com
61,universidad abierta interamericana,licenciatura en producción de bioimagenes,2021-01-21,tyrone,roberts,male,18.0,3357,barra bonita,millerrandall@gmail.com
62,universidad abierta interamericana,bioquímica,2020-11-19,kathleen,garcia,female,22.0,3357,barra bonita,lozanoashley@gmail.com
63,universidad abierta interamericana,farmacia,2020-12-20,brandon,carter,male,36.0,2117,alcorta,reedaustin@yahoo.com
64,universidad abierta interamericana,licenciatura en kinesiología y fisiatría,2020-11-13,henry,edwards,male,-26.0,3585,el sombrerito,garyball@gmail.com
65,universidad abierta interamericana,licenciatura en kinesiología y fisiatría,2020-11-02,kelly,hogan,male,-13.0,3585,el sombrerito,donna19@hotmail.com
66,universidad abierta interamericana,contador público,2021-01-10,rachel,flores,female,-38.0,3585,el sombrerito,berryjonathan@hotmail.com
67,universidad abierta interamericana,licenciatura en administración,2020-10-11,david,park,male,38.0,3585,el sombrerito,thomasmorris@gmail.com
68,universidad abierta interamericana,diseño de imagen y sonido,2020-09-17,donna,sparks,female,45.0,4176,alto del puesto,hrodriguez@yahoo.com
69,universidad abierta interamericana,licenciatura en musicoterapia,2020-09-19,patrick,davidson,male,-5.0,4176,alto del puesto,jenniferrobinson@hotmail.com
70,universidad abierta interamericana,licenciatura en producción de bioimagenes,2020-09-24,dawn,ramirez,female,-42.0,4176,alto del puesto,kjones@gmail.com
71,universidad abierta interamericana,diseño industrial,2021-01-13,jennifer,douglas,female,46.0,4176,alto del puesto,hfisher@hotmail.com
72,universidad abierta interamericana,técnico para bioterios,2020-11-16,brian,sanchez,male,-46.0,4176,alto del puesto,williamschristine@gmail.com
73,universidad abierta interamericana,licenciatura en psicología,2020-09-12,brandy,gibson,female,3.0,6070,balsa,erinjackson@yahoo.com
74,universidad abierta interamericana,licenciatura en planificación y diseño del paisaje,2021-01-21,joseph,mullen,male,39.0,6070,balsa,david60@hotmail.com
75,universidad abierta interamericana,licenciatura en gestión de agroalimentos,2021-01-04,robert,price,male,23.0,5733,cramer,sheparddiane@hotmail.com
76,universidad abierta interamericana,diseño industrial,2020-10-23,christopher,richmond,male,18.0,5733,cramer,wareamanda@yahoo.com
77,universidad abierta interamericana,licenciatura en ciencia y tecnología de alimentos,2020-12-11,denise,adams,female,-36.0,5733,cramer,andrewford@gmail.com
78,universidad abierta interamericana,ingeniería mecánica,2020-12-14,johnny,williams,male,-43.0,6461,capitan castro,andreaboyd@yahoo.com
79,universidad abierta interamericana,actuario,2020-10-16,melanie,lynn,female,-33.0,6461,capitan castro,kenneth82@gmail.com
80,universidad abierta interamericana,licenciatura en gestión de agroalimentos,2020-12-11,lisa,green,female,-19.0,1735,el durazno,hudsonbrianna@gmail.com
81,universidad abierta interamericana,diseño industrial,2020-10-13,felicia,washington,female,-9.0,1735,el durazno,jennifer06@hotmail.com
82,universidad abierta interamericana,licenciatura en ciencias antropológicas,2021-01-24,david,chung,male,37.0,2852,alarcon,johnsonbrandon@hotmail.com
83,universidad abierta interamericana,arquitectura,2020-12-03,jeremy,smith,male,-23.0,2852,alarcon,bwright@gmail.com
84,universidad abierta interamericana,licenciatura en ciencias geológicas,2020-09-30,jennifer,ramirez,female,0.0,6315,colonia baron,woodangelica@hotmail.com
85,universidad abierta interamericana,licenciatura en planificación y diseño del paisaje,2021-01-31,gwendolyn,allen,female,20.0,6315,colonia baron,emily98@yahoo.com
86,universidad abierta interamericana,técnico para bioterios,2020-11-20,phillip,gutierrez,male,44.0,6315,colonia baron,palmertiffany@yahoo.com
87,universidad abierta interamericana,licenciatura en administración,2020-10-24,amy,hall,female,-39.0,6315,colonia baron,heather37@yahoo.com
88,universidad abierta interamericana,licenciatura en ciencia y tecnología de alimentos,2020-11-28,jose,white,male,-35.0,3370,planchada banderita,jenniferbrown@yahoo.com
89,universidad abierta interamericana,licenciatura en gestión de agroalimentos,2020-09-03,april,barrera,female,9.0,3370,planchada banderita,lgonzalez@gmail.com
90,universidad abierta interamericana,licenciatura en ciencia política,2021-01-22,robert,weaver,male,-38.0,3370,planchada banderita,melanie43@gmail.com
91,universidad abierta interamericana,licenciatura en ciencias ambientales,2020-12-29,drew,espinoza,male,29.0,2824,britos,jmiller@gmail.com
92,universidad abierta interamericana,licenciatura en ciencia y tecnología de alimentos,2020-12-30,maria,smith,female,-3.0,2824,britos,jennasawyer@yahoo.com
93,universidad abierta interamericana,arquitectura,2020-12-10,lisa,diaz,female,12.0,2824,britos,oreed@hotmail.com
94,universidad abierta interamericana,ciencias veterinarias,2020-12-17,paul,cole,male,-40.0,2824,britos,nicholasvazquez@gmail.com
95,universidad abierta interamericana,licenciatura en ciencias de la educación,2020-09-17,katherine,navarro,female,12.0,2824,britos,emilyliu@gmail.com
96,universidad abierta interamericana,licenciatura en ciencia política,2020-11-07,megan,sanchez,female,35.0,2824,britos,qherring@yahoo.com
97,universidad abierta interamericana,licenciatura en producción de bioimagenes,2021-01-01,dale,smith,male,-10.0,8345,alumine,michaeljohnson@gmail.com
98,universidad abierta interamericana,farmacia,2020-10-10,lynn,sharp,female,1.0,7300,azul,tamara73@hotmail.com
99,universidad abierta interamericana,licenciatura en terapia ocupacional,2021-01-16,william,dillon,male,14.0,7300,azul,gregorybell@hotmail.com
100,universidad abierta interamericana,farmacia,2020-12-23,christopher,riddle,male,3.0,7300,azul,nicholsonnicholas@gmail.com
101,universidad abierta interamericana,licenciatura en administración,2020-10-29,julie,vargas,female,-41.0,7540,bathurst estacion,iochoa@yahoo.com
102,universidad abierta interamericana,licenciatura en ciencia y tecnología de alimentos,2020-10-10,stefanie,thompson,female,3.0,7540,bathurst estacion,kristindominguez@gmail.com
103,universidad abierta interamericana,licenciatura en gestión de agroalimentos,2020-09-22,benjamin,curry,male,17.0,3374,el porvenir,rebekah32@hotmail.com
104,universidad abierta interamericana,licenciatura en gestión de agroalimentos,2020-09-22,benjamin,curry,male,17.0,9227,el porvenir,rebekah32@hotmail.com
105,universidad abierta interamericana,licenciatura en relaciones del trabajo,2021-01-22,michael,brown,male,18.0,3374,el porvenir,nicholasanderson@gmail.com
106,universidad abierta interamericana,licenciatura en relaciones del trabajo,2021-01-22,michael,brown,male,18.0,9227,el porvenir,nicholasanderson@gmail.com
107,universidad abierta interamericana,licenciatura en ciencia política,2020-11-13,rhonda,guerrero,female,0.0,3214,estacion yerua,isabelwilliams@yahoo.com
108,universidad abierta interamericana,licenciatura en planificación y diseño del paisaje,2021-01-12,jeffery,phillips,male,-20.0,3214,estacion yerua,jonathan88@yahoo.com
109,universidad abierta interamericana,licenciatura en ciencias de la educación,2020-09-26,belinda,ballard,female,-8.0,3214,estacion yerua,martinwebb@gmail.com
110,universidad abierta interamericana,licenciatura en ciencias geológicas,2020-09-16,katie,williams,female,27.0,7507,el bombero,michaelthomas@hotmail.com
111,universidad abierta interamericana,licenciatura en ciencias ambientales,2020-11-23,jennifer,king,female,5.0,2123,campo calvo,daniel32@gmail.com
112,universidad abierta interamericana,ingeniería en informática,2020-10-31,kelly,price,female,-32.0,2123,campo calvo,ibeck@hotmail.com
113,universidad abierta interamericana,licenciatura en ciencias antropológicas,2020-12-28,cynthia,riley,female,-30.0,6438,masurel,erica19@gmail.com
114,universidad abierta interamericana,licenciatura en psicología,2020-09-27,seth,davis,male,4.0,6438,masurel,stephaniebrown@gmail.com
115,universidad abierta interamericana,ingeniería en informática,2020-09-10,christopher,wilkinson,male,51.0,6438,masurel,stevensimon@yahoo.com
116,universidad abierta interamericana,farmacia,2020-10-13,daniel,knight,male,-40.0,3483,arroyo balmaceda,darrylhogan@gmail.com
117,universidad abierta interamericana,licenciatura en kinesiología y fisiatría,2020-11-13,caleb,gray,male,44.0,3483,arroyo balmaceda,mgarcia@yahoo.com
118,universidad abierta interamericana,licenciatura en ciencias antropológicas,2020-10-24,james,schroeder,male,-16.0,3483,arroyo balmaceda,teresa31@yahoo.com
119,universidad abierta interamericana,farmacia,2020-12-15,melanie,fox,female,-39.0,3553,colonia duran,hhays@yahoo.com
120,universidad abierta interamericana,licenciatura en musicoterapia,2020-12-15,brenda,schultz,female,-21.0,4514,calilegua,gwhite@gmail.com
121,universidad abierta interamericana,licenciatura en gestión de agroalimentos,2021-01-31,christopher,smith,male,16.0,6538,la dorita,jgross@gmail.com
122,universidad abierta interamericana,actuario,2020-11-06,kathleen,lee,female,2.0,6616,castilla,linda06@yahoo.com
123,universidad abierta interamericana,agronomía,2021-01-09,dale,rodriguez,male,8.0,3534,colonia el aguara,howellmichael@yahoo.com
124,universidad abierta interamericana,actuario,2020-09-16,kristina,williams,female,-1.0,6003,ascencion,stephanie11@gmail.com
125,universidad abierta interamericana,licenciatura en ciencias de la educación,2020-11-26,kathryn,humphrey,female,-24.0,6003,ascencion,qhardy@hotmail.com
126,universidad abierta interamericana,licenciatura en terapia ocupacional,2021-01-09,cody,osborne,male,18.0,6003,ascencion,patricia81@gmail.com
127,universidad abierta interamericana,actuario,2020-10-03,steven,smith,male,-27.0,2340,ceres,jose07@hotmail.com
128,universidad abierta interamericana,contador público,2020-10-03,laura,garcia,female,19.0,2340,ceres,christinalarson@gmail.com
129,universidad abierta interamericana,licenciatura en ciencia política,2020-11-28,shane,rodriguez,male,7.0,2340,ceres,kmckee@yahoo.com
130,universidad abierta interamericana,licenciatura en ciencia política,2020-11-24,angela,davis,female,44.0,1688,villa santos tesei,terrimadden@gmail.com
131,universidad abierta interamericana,ciencias veterinarias,2020-09-04,samuel,chaney,male,45.0,1688,villa santos tesei,velliott@gmail.com
132,universidad abierta interamericana,licenciatura en artes,2021-01-15,katherine,weaver,female,9.0,1688,villa santos tesei,grahamgloria@gmail.com
133,universidad abierta interamericana,bioquímica,2020-12-16,bethany,johnson,female,25.0,1688,villa santos tesei,brandon33@hotmail.com
134,universidad abierta interamericana,licenciatura en gestión de agroalimentos,2020-10-19,karen,frost,female,30.0,1688,villa santos tesei,palmerlouis@hotmail.com
135,universidad abierta interamericana,diseño de imagen y sonido,2020-10-04,patrick,edwards,male,49.0,1688,villa santos tesei,brettmoore@gmail.com
136,universidad abierta interamericana,diseño industrial,2020-10-02,tracy,mclean,female,31.0,4117,alabama,brownjames@gmail.com
137,universidad abierta interamericana,licenciatura en ciencias geológicas,2020-09-05,edgar,leach,male,25.0,4651,agua de castilla,michael26@gmail.com
138,universidad abierta interamericana,licenciatura en planificación y diseño del paisaje,2020-11-17,angelica,alvarado,female,49.0,4651,agua de castilla,williamsvanessa@yahoo.com
139,universidad abierta interamericana,licenciatura en ciencia política,2021-01-03,joseph,baxter,male,13.0,4651,agua de castilla,mbrown@yahoo.com
140,universidad abierta interamericana,bioquímica,2020-12-16,katherine,vega,female,-35.0,7635,el lenguaraz,sarah28@yahoo.com
141,universidad abierta interamericana,licenciatura en ciencias ambientales,2020-12-16,andrew,huynh,male,4.0,7635,el lenguaraz,sandrabrooks@hotmail.com
142,universidad abierta interamericana,diseño de imagen y sonido,2020-12-20,joshua,wheeler,male,45.0,2639,berabevu,fgarza@yahoo.com
143,universidad abierta interamericana,licenciatura en planificación y diseño del paisaje,2020-12-27,megan,massey,female,6.0,2639,berabevu,jennytrujillo@yahoo.com
144,universidad abierta interamericana,agronomía,2021-01-23,stephanie,johnson,female,0.0,8512,igarzabal,hilldanielle@yahoo.com
145,universidad abierta interamericana,licenciatura en ciencias geológicas,2020-11-18,jessica,lewis,female,14.0,3048,angeloni,jenkinssusan@hotmail.com
146,universidad abierta interamericana,licenciatura en producción de bioimagenes,2020-11-22,anna,miles,female,12.0,4632,antumpa,hollypace@hotmail.com
147,universidad abierta interamericana,licenciatura en sociología,2020-10-08,ryan,lucas,male,4.0,4632,antumpa,donna36@hotmail.com
148,universidad abierta interamericana,ingeniería electrónica,2020-09-10,morgan,solomon,female,-26.0,3338,17 de agosto,lawrence30@gmail.com
149,universidad abierta interamericana,ingeniería electrónica,2020-09-10,morgan,solomon,female,-26.0,8129,17 de agosto,lawrence30@gmail.com
150,universidad abierta interamericana,licenciatura en ciencia y tecnología de alimentos,2020-09-06,steven,lee,male,-16.0,3338,17 de agosto,thomassanchez@gmail.com
151,universidad abierta interamericana,licenciatura en ciencia y tecnología de alimentos,2020-09-06,steven,lee,male,-16.0,8129,17 de agosto,thomassanchez@gmail.com
152,universidad abierta interamericana,licenciatura en ciencias de la computación,2020-10-01,ann,allen,female,43.0,3338,17 de agosto,marybrown@yahoo.com
153,universidad abierta interamericana,licenciatura en ciencias de la computación,2020-10-01,ann,allen,female,43.0,8129,17 de agosto,marybrown@yahoo.com
154,universidad abierta interamericana,técnico para bioterios,2021-01-22,kevin,williams,male,13.0,3338,17 de agosto,paul98@hotmail.com
155,universidad abierta interamericana,técnico para bioterios,2021-01-22,kevin,williams,male,13.0,8129,17 de agosto,paul98@hotmail.com
156,universidad abierta interamericana,farmacia,2021-01-12,edward,guzman,male,7.0,3338,17 de agosto,christopher70@yahoo.com
157,universidad abierta interamericana,farmacia,2021-01-12,edward,guzman,male,7.0,8129,17 de agosto,christopher70@yahoo.com
158,universidad abierta interamericana,licenciatura en ciencias de la computación,2020-09-28,riley,williams,male,-19.0,3433,carrizal norte,johnnythompson@gmail.com
159,universidad abierta interamericana,ingeniería en informática,2020-09-25,timothy,williams,male,35.0,5409,adan quiroga,reneemorton@gmail.com
160,universidad abierta interamericana,bioquímica,2020-09-01,frank,bautista,male,15.0,5409,adan quiroga,wallsnathan@hotmail.com
161,universidad abierta interamericana,licenciatura en terapia ocupacional,2020-10-03,paul,howard,male,45.0,6233,condarco,theresahooper@yahoo.com
162,universidad abierta interamericana,licenciatura en relaciones del trabajo,2020-12-15,andrea,russell,female,2.0,6233,condarco,wnelson@gmail.com
163,universidad abierta interamericana,licenciatura en gestión de agroalimentos,2021-01-10,andrea,rose,female,35.0,6706,est jauregui va flandria,mendezdonald@hotmail.com
164,universidad abierta interamericana,ingeniería en informática,2021-01-16,eric,delacruz,male,-23.0,6706,est jauregui va flandria,haleybyrd@gmail.com
165,universidad abierta interamericana,farmacia,2020-09-06,brian,schwartz,male,33.0,6706,est jauregui va flandria,graylisa@yahoo.com
166,universidad abierta interamericana,diseño de imagen y sonido,2021-01-21,jamie,turner,female,-23.0,6706,est jauregui va flandria,cory49@yahoo.com
167,universidad abierta interamericana,ingeniería mecánica,2020-12-23,samuel,moyer,male,14.0,5421,la tranca,tstrickland@hotmail.com
168,universidad abierta interamericana,técnico para bioterios,2020-09-22,erin,rodriguez,female,44.0,5421,la tranca,uthomas@hotmail.com
169,universidad abierta interamericana,medicina,2020-12-05,lori,morales,female,8.0,5531,barrio ferri,susanguerra@yahoo.com
170,universidad abierta interamericana,licenciatura en sociología,2020-11-17,terri,hensley,female,34.0,2242,arijon,eflores@hotmail.com
171,universidad abierta interamericana,licenciatura en ciencias ambientales,2021-01-18,linda,fitzgerald,female,-28.0,1925,destileria fiscal,jennifer86@hotmail.com
172,universidad abierta interamericana,ingeniería mecánica,2020-09-22,andrew,foley,male,5.0,1925,destileria fiscal,mbrown@hotmail.com
173,universidad abierta interamericana,licenciatura en planificación y diseño del paisaje,2021-01-11,alicia,hill,female,45.0,2453,carlos pellegrini,fdavis@gmail.com
174,universidad abierta interamericana,licenciatura en psicología,2020-12-05,james,conrad,male,8.0,2533,los cardos,sali@yahoo.com
175,universidad abierta interamericana,licenciatura en ciencia y tecnología de alimentos,2020-10-25,kenneth,macias,male,45.0,2533,los cardos,zmurphy@hotmail.com
176,universidad abierta interamericana,licenciatura en administración,2020-11-23,arthur,andrews,male,-23.0,5329,amuschina,wallersandra@yahoo.com
177,universidad abierta interamericana,ingeniería mecánica,2020-11-26,amber,hamilton,female,39.0,5329,amuschina,gregoryhughes@hotmail.com
178,universidad abierta interamericana,licenciatura en ciencias biológicas,2020-10-22,michael,clark,male,3.0,5329,amuschina,uwells@hotmail.com
179,universidad abierta interamericana,licenciatura en kinesiología y fisiatría,2020-12-30,amanda,foster,female,-46.0,3050,calchaqui,rward@gmail.com
180,universidad abierta interamericana,licenciatura en ciencias antropológicas,2020-10-16,robert,leonard,male,-32.0,3486,villa olivari,gonzalezlisa@yahoo.com
181,universidad abierta interamericana,licenciatura en ciencia política,2020-10-18,brad,ballard,male,2.0,3486,villa olivari,nhansen@yahoo.com
182,universidad abierta interamericana,licenciatura en psicología,2020-09-25,jill,turner,female,4.0,3486,villa olivari,nhenderson@hotmail.com
183,universidad abierta interamericana,diseño de imagen y sonido,2021-01-09,diana,elliott,female,43.0,8142,colonia barga,marysmith@gmail.com
184,universidad abierta interamericana,licenciatura en musicoterapia,2021-01-02,anthony,romero,male,-37.0,9221,valle hondo,heatherwalters@gmail.com
185,universidad abierta interamericana,licenciatura en ciencias ambientales,2020-09-07,thomas,welch,male,-36.0,9221,valle hondo,philip65@hotmail.com
186,universidad abierta interamericana,licenciatura en administración,2021-01-24,sonya,sandoval,female,-45.0,2324,colonia tacurales,leejohn@gmail.com
187,universidad abierta interamericana,licenciatura en ciencia y tecnología de alimentos,2020-10-16,jeffrey,suarez,male,-41.0,5438,alto de sierra,paulacasey@hotmail.com
188,universidad abierta interamericana,medicina,2021-01-06,cindy,nichols,female,0.0,5438,alto de sierra,stevenkelly@hotmail.com
189,universidad abierta interamericana,agronomía,2021-01-24,gregory,young,male,-25.0,8124,berraondo,johnsontracy@hotmail.com
190,universidad abierta interamericana,licenciatura en musicoterapia,2020-11-03,leon,boyd,male,15.0,6013,baigorrita,jennawilson@gmail.com
191,universidad abierta interamericana,licenciatura en ciencia y tecnología de alimentos,2020-09-12,michelle,nguyen,female,15.0,6013,baigorrita,bakernicole@gmail.com
192,universidad abierta interamericana,ingeniería electrónica,2021-01-16,ralph,owen,male,-41.0,1895,arturo segui,dthomas@hotmail.com
193,universidad abierta interamericana,agronomía,2020-10-30,robert,miller,male,49.0,1895,arturo segui,vhorton@gmail.com
194,universidad abierta interamericana,ingeniería mecánica,2020-09-10,christy,knight,female,-10.0,7240,kilometro 112,natalie64@gmail.com
195,universidad abierta interamericana,licenciatura en kinesiología y fisiatría,2020-11-18,scott,brooks,male,-13.0,7240,kilometro 112,benjaminelliott@yahoo.com
196,universidad abierta interamericana,farmacia,2021-01-08,megan,evans,female,-39.0,7240,kilometro 112,qwinters@gmail.com
197,universidad abierta interamericana,diseño industrial,2020-10-20,sean,lindsey,male,-40.0,7641,balneario los angeles,mmiles@hotmail.com
198,universidad abierta interamericana,licenciatura en sociología,2020-11-25,jamie,evans,female,10.0,2505,campo la riviere,matthewmyers@yahoo.com
199,universidad abierta interamericana,licenciatura en musicoterapia,2020-10-12,jessica,rogers,female,6.0,2505,campo la riviere,merrittcarl@hotmail.com
200,universidad abierta interamericana,farmacia,2020-10-24,alexander,crawford,male,-38.0,2505,campo la riviere,pittmanlinda@hotmail.com
201,universidad abierta interamericana,licenciatura en ciencia y tecnología de alimentos,2020-11-04,todd,clark,male,-33.0,2505,campo la riviere,robertstone@gmail.com
202,universidad abierta interamericana,ingeniería electrónica,2020-11-06,steven,meyer,male,3.0,2505,campo la riviere,hcruz@yahoo.com
203,universidad abierta interamericana,licenciatura en kinesiología y fisiatría,2020-12-21,kyle,keith,male,8.0,8000,adela corti,richardthompson@gmail.com
204,universidad abierta interamericana,licenciatura en terapia ocupacional,2020-10-19,jesse,collins,male,34.0,8000,adela corti,michaelbowen@gmail.com
205,universidad abierta interamericana,licenciatura en planificación y diseño del paisaje,2020-11-25,april,simon,female,13.0,3503,barranqueras,william33@yahoo.com
206,universidad abierta interamericana,licenciatura en ciencia política,2021-01-09,charlene,salas,female,-38.0,3503,barranqueras,martinantonio@yahoo.com
207,universidad abierta interamericana,farmacia,2020-12-23,brett,cole,male,-23.0,3503,barranqueras,matthew74@hotmail.com
